,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2251,1,0,0,0,11.0,1,0,0,0,0,2,0,2,2,0,1,2,69.35,712.25
2656,0,0,0,0,39.0,1,0,0,0,0,0,2,0,2,1,0,2,59.3,2209.15
848,1,0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,1,1,92.0,6782.15
6952,0,0,0,0,48.0,1,2,1,0,2,2,0,2,2,0,1,0,107.4,5121.3
1964,1,0,0,0,66.0,1,0,0,2,2,0,0,0,0,1,1,3,54.8,3465.7
2430,1,0,0,0,30.0,1,0,0,2,0,2,0,0,0,2,1,3,55.65,1653.85
1407,1,0,0,1,8.0,0,1,0,2,0,0,2,0,2,2,1,3,44.55,343.45
5604,1,0,0,0,17.0,1,0,1,0,0,0,0,0,0,0,1,2,70.8,1207.0
1019,0,0,0,0,23.0,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2
5694,0,0,1,0,33.0,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1758.9
2872,0,0,1,1,42.0,1,2,2,1,1,1,1,1,1,2,0,2,22.95,1014.25
833,0,0,1,1,37.0,1,2,1,0,2,0,0,2,0,0,1,2,88.8,3340.55
2466,1,0,1,1,60.0,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1205.05
1118,0,0,1,1,48.0,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4997.5
5167,0,0,1,0,57.0,1,0,0,2,2,0,2,2,0,2,1,1,70.35,4124.65
696,1,0,1,0,72.0,1,2,0,0,2,2,2,2,2,2,1,0,85.15,6316.2
1952,0,0,1,1,20.0,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1916.2
6994,0,0,1,1,43.0,1,2,2,1,1,1,1,1,1,1,1,0,24.45,993.15
6766,1,0,1,1,14.0,1,0,2,1,1,1,1,1,1,1,0,3,19.75,309.35
2388,0,0,0,0,1.0,1,0,0,0,0,0,0,0,2,0,1,2,55.45,55.45
758,0,0,0,1,15.0,1,0,1,0,2,0,0,0,2,0,1,0,85.9,1269.55
555,0,0,1,1,56.0,1,2,0,2,0,2,0,0,2,1,1,0,68.75,3808.0
1344,0,0,1,0,28.0,1,0,2,1,1,1,1,1,1,0,0,3,20.5,563.05
1940,1,0,0,0,63.0,1,2,0,2,2,2,2,0,0,1,0,2,71.5,4576.3
4830,1,0,1,0,54.0,1,0,0,2,2,0,0,2,2,2,1,0,74.55,4191.45
2474,0,0,0,0,47.0,1,2,1,0,2,2,0,2,2,0,1,2,106.35,4849.1
5951,0,0,0,0,37.0,1,2,1,0,0,0,2,2,2,0,0,1,100.3,3541.4
2346,0,0,1,1,71.0,1,2,1,0,2,2,0,0,2,2,1,1,95.75,6849.4
768,1,0,0,0,41.0,1,0,1,0,0,0,2,0,0,0,1,2,74.25,3089.1
6662,0,0,0,0,47.0,0,1,0,2,2,0,2,0,0,1,0,1,39.65,1798.65
1840,1,0,1,1,65.0,1,2,1,2,0,2,2,2,2,2,0,0,108.65,6937.95
6531,0,0,0,0,25.0,1,0,0,0,2,0,2,0,2,0,1,0,65.8,1679.65
4959,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,1,1,20.15,20.15
1837,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,0,20.05,20.05
791,1,0,0,0,68.0,1,2,0,2,2,2,0,0,2,1,1,1,76.9,5023.0
58,0,0,1,1,34.0,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3
35,0,0,1,1,72.0,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7
4737,0,0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,1,0,115.5,8312.75
5532,0,0,0,0,31.0,1,0,2,1,1,1,1,1,1,2,0,1,20.9,689.35
6978,0,0,1,1,70.0,1,2,0,2,2,2,2,2,0,2,0,2,80.7,5617.95
3000,1,0,0,0,12.0,1,2,1,0,0,0,0,2,0,0,1,2,84.45,1059.55
1730,1,0,0,0,1.0,1,2,0,0,0,0,0,2,0,0,1,2,59.85,59.85
492,0,0,1,0,2.0,1,0,1,2,0,0,0,0,0,0,1,2,74.4,139.4
5752,1,0,1,1,69.0,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55
3161,1,0,0,0,14.0,1,0,2,1,1,1,1,1,1,1,0,3,19.35,324.8
4040,1,0,1,1,59.0,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1980.3
1619,1,0,0,0,69.0,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25
5956,0,0,0,0,31.0,1,2,1,0,0,2,0,0,2,0,1,2,89.9,2806.9
6857,1,0,1,1,58.0,1,0,1,0,2,0,0,2,2,0,1,2,92.85,5305.05
2842,0,0,0,0,4.0,0,1,0,2,0,2,2,0,2,0,0,3,48.25,202.25
154,0,0,1,1,6.0,1,0,2,1,1,1,1,1,1,0,0,3,19.7,113.5
6441,0,0,1,1,17.0,1,0,0,2,0,0,2,0,0,0,1,1,55.35,920.5
5589,0,0,0,0,46.0,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15
1163,0,0,0,0,12.0,1,2,1,0,2,0,0,2,0,0,1,0,89.75,1052.4
534,0,0,0,0,1.0,1,2,1,0,0,0,0,0,2,0,1,2,85.0,85.0
1524,0,0,0,0,63.0,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95
474,0,0,1,1,1.0,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7
6463,1,0,1,0,59.0,1,2,0,2,0,0,2,0,2,1,1,3,69.1,4096.9
3672,0,0,1,0,54.0,1,2,0,0,0,0,0,2,2,1,1,1,70.15,3715.65
1200,1,0,0,0,37.0,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3778.0
2264,1,0,0,0,70.0,1,2,1,2,2,2,2,2,2,2,1,0,114.95,7711.25
4031,0,0,1,0,72.0,1,2,1,0,2,2,2,2,2,2,1,0,110.45,7982.5
1514,0,0,0,1,63.0,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1215.1
4597,0,0,0,0,6.0,1,0,1,0,0,2,2,2,2,0,1,3,99.95,547.65
4493,0,0,0,1,18.0,1,2,2,1,1,1,1,1,1,2,0,1,25.3,454.65
5748,0,0,0,0,21.0,1,2,1,0,2,0,0,2,2,0,1,1,99.85,1992.55
765,0,0,0,0,11.0,0,1,0,0,0,0,0,2,0,0,1,3,35.8,363.15
3458,0,0,0,0,26.0,1,0,1,0,0,0,0,2,2,0,1,0,88.8,2274.35
2244,0,0,0,0,34.0,1,2,0,2,2,0,2,0,0,1,1,3,64.4,2088.75
5347,1,0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,1,1,116.95,8594.4
6571,0,0,0,0,34.0,1,0,0,2,2,0,0,0,0,1,0,3,55.0,1885.15
3759,1,0,0,0,7.0,1,2,1,0,0,2,0,2,0,0,1,1,89.35,631.85
2299,0,0,0,0,48.0,1,0,0,2,2,0,0,0,0,2,0,1,55.5,2627.35
5468,0,0,0,0,7.0,1,0,1,0,0,0,0,2,0,0,1,2,79.7,586.05
666,0,0,0,0,2.0,1,0,1,0,0,0,0,0,0,0,0,2,69.65,145.15
5266,1,0,1,1,37.0,1,0,0,2,0,2,2,0,0,1,1,3,58.75,2203.1
3465,1,0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,1,2,45.9,199.75
2203,1,0,1,1,72.0,1,2,1,2,2,2,2,0,2,1,1,1,104.9,7537.5
6078,0,0,1,0,55.0,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4916.95
6974,0,0,1,0,51.0,1,2,1,0,0,2,0,2,2,1,1,2,98.85,4947.55
2007,1,0,0,0,2.0,1,0,1,0,0,0,0,0,2,0,1,2,80.2,181.1
2645,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,1,19.8,19.8
5085,1,0,0,0,39.0,0,1,0,0,0,0,2,0,2,0,1,2,40.6,1494.5
4478,0,0,0,0,3.0,1,0,0,0,0,0,0,2,0,0,1,2,54.2,140.4
2135,0,0,0,0,56.0,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5893.95
4439,1,0,1,1,28.0,1,0,2,1,1,1,1,1,1,2,1,1,20.3,487.95
1708,1,0,0,0,4.0,1,0,0,0,0,2,2,2,2,0,1,2,74.4,299.7
3780,1,0,1,1,55.0,1,0,0,0,0,2,2,0,0,2,1,1,55.25,3119.9
2637,0,0,1,1,36.0,0,1,0,2,0,2,2,0,0,2,0,1,40.65,1547.35
6059,0,0,0,0,39.0,0,1,0,2,2,0,2,0,0,1,1,0,40.3,1630.4
5006,0,0,0,0,15.0,1,2,0,2,0,0,0,0,0,0,1,3,55.7,899.8
2880,1,0,0,0,12.0,1,0,1,0,0,0,0,0,2,0,1,0,79.95,1043.4
3299,1,0,0,0,68.0,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95
2508,0,0,0,0,64.0,1,2,1,0,2,2,2,2,2,2,1,1,110.5,7069.25
4352,1,0,1,1,64.0,1,2,1,2,2,2,0,0,0,0,1,2,91.8,5960.5
6245,0,0,1,0,59.0,1,2,0,0,2,0,2,2,2,1,1,2,80.1,4693.2
1774,1,0,1,1,1.0,1,0,0,2,0,0,0,0,0,0,1,3,48.75,48.75
3258,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,2,24.4,24.4
5444,1,0,1,0,45.0,1,2,1,0,2,2,0,2,2,0,1,0,107.75,4882.8
3838,0,0,0,0,26.0,1,2,1,0,0,2,0,2,2,0,1,0,100.5,2599.95
4227,1,0,1,1,69.0,1,0,0,2,2,0,2,2,2,2,0,0,80.65,5542.55
2789,0,0,0,0,24.0,1,2,1,0,0,2,0,2,0,0,1,1,88.95,2072.75
2965,1,0,0,0,51.0,1,2,1,0,0,2,0,0,0,0,0,1,80.0,4242.35
188,0,0,0,0,13.0,1,0,2,1,1,1,1,1,1,1,0,2,19.65,244.8
1986,0,0,1,1,69.0,1,2,1,0,2,0,2,0,2,2,1,0,93.3,6398.05
5443,1,0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,2,45.45,1233.15
5846,0,0,0,0,3.0,1,2,1,0,0,0,0,0,0,0,0,2,76.1,257.6
2445,0,0,1,1,27.0,1,0,1,2,0,0,0,0,0,0,0,3,74.4,1972.35
6985,1,0,1,1,37.0,0,1,0,2,0,2,2,0,0,1,1,2,40.2,1525.35
3558,1,0,1,1,28.0,1,2,1,0,0,0,0,2,2,1,0,0,92.2,2568.15
2018,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,45.3,45.3
5185,0,0,0,1,50.0,1,0,0,2,0,2,2,2,0,1,1,1,70.8,3478.15
6706,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9
7001,1,0,0,0,3.0,1,0,0,0,2,0,0,0,0,0,1,3,49.9,130.1
5052,1,0,0,1,18.0,1,0,0,0,0,0,0,0,0,0,1,1,45.65,747.2
5423,1,0,0,0,13.0,1,0,1,0,0,0,0,0,2,0,1,2,80.85,1008.7
5524,1,0,1,1,45.0,1,0,0,2,0,0,2,0,0,2,0,0,54.65,2553.7
4806,1,0,0,0,67.0,1,0,2,1,1,1,1,1,1,1,1,3,19.45,1195.95
3735,0,0,1,0,2.0,1,2,1,0,0,0,0,2,0,0,1,2,84.05,134.05
2196,0,0,1,1,19.0,1,0,2,1,1,1,1,1,1,0,0,3,20.2,382.2
1108,0,0,0,0,69.0,1,2,2,1,1,1,1,1,1,2,0,1,24.6,1678.05
4269,1,0,1,0,17.0,1,2,1,2,2,2,0,0,0,0,0,1,90.2,1454.15
6711,0,0,1,1,49.0,1,2,1,0,2,0,0,2,2,0,1,2,98.35,4889.2
4750,1,0,0,0,9.0,0,1,0,2,2,2,0,0,0,1,0,3,39.55,373.0
4503,0,0,0,0,17.0,1,2,1,2,2,0,0,2,0,0,1,2,94.4,1617.5
1516,0,0,1,0,17.0,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7
3362,0,0,0,0,1.0,1,0,0,2,2,0,0,0,0,0,1,2,54.9,54.9
3418,1,0,1,0,54.0,1,2,1,2,2,2,0,2,2,0,0,2,109.55,6118.95
5734,1,0,1,1,72.0,1,2,0,2,2,2,2,2,2,2,1,3,89.4,6376.55
813,1,0,1,1,34.0,0,1,0,2,0,0,0,0,0,1,0,0,30.4,938.65
3992,0,0,0,0,70.0,1,2,0,2,2,2,0,2,2,2,0,3,84.7,5991.05
5863,0,0,0,0,21.0,1,2,1,0,0,0,0,2,2,0,1,2,97.35,2119.5
3952,0,0,0,0,72.0,1,2,1,0,2,2,2,2,2,2,1,1,108.05,7806.6
1400,1,0,0,1,3.0,1,0,2,1,1,1,1,1,1,0,0,3,19.95,58.3
1208,0,0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25
2724,1,0,1,1,62.0,1,0,2,1,1,1,1,1,1,1,0,0,19.95,1244.8
999,1,0,0,0,2.0,1,0,0,0,0,0,2,2,2,0,0,2,70.3,132.4
2317,0,0,1,1,49.0,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1211.65
5070,1,0,0,1,35.0,1,0,1,0,0,2,0,2,0,1,1,2,85.15,3030.6
3065,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,45.8,45.8
1240,1,0,0,0,25.0,1,0,2,1,1,1,1,1,1,0,1,3,20.15,536.35
6174,1,0,0,0,4.0,0,1,0,0,0,2,0,0,0,0,1,2,29.65,118.5
5907,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,44.3,44.3
5704,0,0,1,0,19.0,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1564.4
2625,1,0,0,0,56.0,1,2,1,2,2,0,0,0,0,0,1,2,86.4,4922.4
2920,0,0,1,0,72.0,1,0,0,2,2,2,2,2,2,2,0,3,85.1,6155.4
5371,0,0,0,0,54.0,1,2,1,2,0,2,0,2,2,1,1,0,103.95,5639.05
3559,1,0,0,0,27.0,1,0,2,1,1,1,1,1,1,2,0,1,19.85,470.0
5063,1,0,0,0,21.0,1,2,1,0,2,0,0,0,0,0,1,2,82.35,1852.85
5678,0,0,0,1,1.0,1,0,0,2,2,0,2,0,0,0,1,2,60.0,60.0
6388,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.4,20.4
3012,1,0,1,1,54.0,1,2,0,2,2,0,2,0,0,2,1,1,65.65,3566.7
815,0,0,0,0,25.0,1,2,1,0,0,0,0,2,0,0,1,3,84.6,2088.05
515,1,0,0,0,40.0,1,2,1,0,0,2,2,2,2,0,0,0,104.8,4131.95
4599,0,0,1,1,52.0,1,0,0,0,0,2,0,0,0,1,1,0,50.95,2610.65
5159,1,0,0,0,9.0,1,2,1,0,0,0,0,0,0,0,1,2,76.25,684.85
878,0,0,0,0,60.0,1,2,0,2,0,2,2,0,0,1,0,2,64.75,4039.5
3747,0,0,1,1,4.0,1,2,0,0,2,0,2,0,0,0,1,3,58.5,224.85
205,0,0,0,0,33.0,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85
1871,0,0,1,1,51.0,1,2,1,2,2,0,0,0,2,0,1,2,93.8,4539.35
5497,1,0,1,1,49.0,0,1,0,0,2,0,0,2,2,1,1,0,51.8,2541.25
6000,1,0,0,1,52.0,1,0,2,1,1,1,1,1,1,1,0,1,19.65,928.4
1947,0,0,0,0,70.0,1,2,1,0,2,2,2,0,0,1,1,0,90.25,6385.95
6400,0,0,0,0,72.0,1,2,0,2,2,0,0,0,0,2,0,0,59.75,4265.0
625,0,0,1,0,25.0,1,0,1,0,0,0,2,2,2,0,1,2,95.15,2395.7
4667,0,0,1,0,20.0,1,0,2,1,1,1,1,1,1,0,0,0,19.25,375.25
3470,1,0,1,1,8.0,1,0,0,2,0,0,0,0,0,0,1,1,51.3,411.6
5754,0,0,1,1,22.0,1,0,2,1,1,1,1,1,1,0,0,0,19.05,454.05
5574,0,0,0,0,41.0,1,0,2,1,1,1,1,1,1,0,0,2,20.45,775.6
6612,1,0,1,1,1.0,1,0,1,0,0,0,0,0,0,0,1,3,69.9,69.9
6593,1,0,1,0,55.0,0,1,0,0,0,2,2,2,2,0,1,0,54.55,2978.3
5856,0,0,0,0,11.0,1,0,0,0,0,0,0,0,0,0,1,3,44.65,472.25
16,0,0,0,0,52.0,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1022.95
1866,0,0,1,1,64.0,1,2,1,2,0,0,2,2,2,1,1,0,104.4,6721.6
5325,1,0,1,1,5.0,1,0,2,1,1,1,1,1,1,1,0,2,20.55,99.45
8,0,0,1,0,28.0,1,2,1,0,0,2,2,2,2,0,1,2,104.8,3046.05
3442,1,0,0,0,29.0,1,0,1,0,0,2,2,2,2,0,1,1,98.8,2807.1
229,0,0,1,1,47.0,1,2,0,2,2,0,2,2,2,2,1,1,85.3,4107.25
4436,0,0,0,1,19.0,1,0,0,2,2,2,0,0,0,0,1,2,60.6,1297.8
4932,1,0,1,1,27.0,1,0,1,2,2,0,0,0,0,1,1,1,80.65,2209.75
5496,1,0,1,1,43.0,1,2,2,1,1,1,1,1,1,2,0,3,24.25,1077.95
5582,0,0,0,0,48.0,1,2,2,1,1,1,1,1,1,2,0,1,24.0,1183.05
4426,0,0,0,1,16.0,1,2,1,0,0,0,2,0,0,1,1,1,79.5,1264.2
5215,0,0,1,0,8.0,1,0,2,1,1,1,1,1,1,0,0,0,20.15,156.25
4528,0,0,0,0,44.0,1,0,1,0,2,2,0,2,0,0,1,1,88.15,3973.2
2345,0,0,0,1,4.0,1,0,2,1,1,1,1,1,1,0,1,0,20.05,85.5
5494,0,0,0,0,8.0,1,0,1,2,0,0,0,2,0,0,0,2,84.95,668.4
6213,0,0,1,1,19.0,1,0,2,1,1,1,1,1,1,2,0,3,20.15,387.7
1599,0,0,1,1,70.0,1,0,0,0,2,2,2,2,2,2,1,0,80.4,5717.85
1060,1,0,1,1,26.0,1,0,2,1,1,1,1,1,1,1,1,0,20.05,505.9
2538,1,0,1,1,34.0,0,1,0,0,0,0,2,2,0,2,1,2,40.55,1325.85
2006,1,0,0,0,5.0,1,2,0,0,0,0,0,0,0,0,0,2,47.15,223.15
4064,0,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,0,2,50.15,50.15
3133,1,0,1,0,70.0,0,1,0,0,2,2,2,0,2,1,1,0,51.05,3635.15
4833,0,0,0,0,41.0,1,0,2,1,1,1,1,1,1,1,1,3,19.75,806.95
3919,0,0,0,0,6.0,1,2,1,0,0,0,0,2,2,0,1,0,93.55,536.4
6075,0,0,0,0,10.0,1,0,0,0,2,0,2,0,2,1,0,3,64.9,685.55
5974,1,0,1,1,10.0,1,0,2,1,1,1,1,1,1,0,1,1,20.05,218.5
6783,0,0,0,1,21.0,0,1,0,2,2,2,2,2,0,2,0,3,53.15,1183.2
4763,0,0,1,1,58.0,1,0,1,0,2,2,0,2,0,0,1,2,91.55,5511.65
752,1,0,1,1,7.0,1,0,0,2,0,2,2,0,2,0,1,1,71.35,515.75
5324,1,0,0,0,24.0,1,2,0,0,0,0,2,0,0,1,0,0,54.6,1242.25
6503,1,0,1,1,70.0,0,1,0,0,2,2,2,2,2,1,0,2,60.35,4138.7
4992,1,0,1,0,51.0,0,1,0,0,2,0,0,0,0,0,1,1,30.05,1529.45
1458,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,2,20.55,20.55
147,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65
3366,1,0,1,0,31.0,1,0,1,0,0,2,0,2,2,1,1,2,93.8,2939.8
4370,0,0,1,0,21.0,1,0,0,2,0,2,2,2,2,1,0,3,80.9,1714.95
819,1,0,1,0,70.0,1,2,1,2,2,0,2,0,0,2,1,1,88.0,5986.45
640,1,0,1,1,68.0,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1620.2
743,0,0,1,1,61.0,1,2,2,1,1,1,1,1,1,2,1,3,24.1,1551.6
5435,0,0,1,1,46.0,1,0,1,0,0,2,2,0,2,1,0,0,90.95,4236.6
3662,0,0,0,0,9.0,1,0,0,0,0,0,0,0,0,0,0,2,45.15,416.45
6671,0,0,1,0,59.0,1,0,1,0,2,0,2,2,2,2,1,3,100.05,6034.85
5879,1,0,1,0,33.0,1,0,0,2,2,0,2,0,0,2,1,3,61.05,2018.4
4828,0,0,0,0,39.0,0,1,0,0,2,2,2,0,0,0,0,0,41.1,1597.05
1614,1,0,1,0,67.0,0,1,0,2,2,0,2,0,2,2,1,0,50.95,3521.7
5032,0,0,0,0,12.0,1,2,1,0,2,0,0,0,2,0,1,2,89.15,1057.55
2090,0,0,1,1,48.0,0,1,0,0,0,0,2,0,0,0,1,1,29.5,1423.05
1849,1,0,0,0,10.0,1,0,0,0,0,0,0,0,0,0,1,2,45.55,402.6
298,1,0,1,1,40.0,1,2,0,0,0,2,0,2,2,0,1,2,74.55,3015.75
1881,1,0,0,0,26.0,0,1,0,2,2,0,0,0,2,0,1,0,44.65,1156.55
4580,0,0,1,0,71.0,1,0,2,1,1,1,1,1,1,2,0,1,19.1,1372.45
4863,1,0,1,1,57.0,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1123.15
4719,1,0,0,0,36.0,1,2,1,0,0,0,0,0,2,0,1,2,84.9,3067.2
2626,0,0,1,0,60.0,0,1,0,2,2,2,0,0,2,1,0,2,50.05,2911.5
1939,1,0,0,1,1.0,1,0,2,1,1,1,1,1,1,0,1,3,21.05,21.05
3522,1,0,1,1,37.0,1,0,2,1,1,1,1,1,1,1,0,1,19.8,677.05
5232,1,0,1,1,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.3,40.25
3189,0,0,1,1,15.0,1,0,2,1,1,1,1,1,1,0,0,3,19.8,272.95
6541,0,0,0,1,19.0,1,0,2,1,1,1,1,1,1,2,0,3,20.5,398.55
4084,0,0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,0,2,78.05,78.05
2212,1,0,0,0,10.0,1,0,2,1,1,1,1,1,1,1,0,3,19.5,225.85
3924,0,0,1,1,48.0,1,2,1,0,0,0,0,0,2,1,1,3,82.05,4029.95
3025,1,0,1,1,67.0,1,2,2,1,1,1,1,1,1,2,0,3,26.3,1688.9
601,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,1,0,3,19.95,47.7
5753,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,1,1,19.9,33.7
2660,1,0,0,1,13.0,1,0,0,2,0,0,0,0,0,0,1,1,52.1,670.65
2773,1,0,1,0,24.0,0,1,0,0,0,2,0,0,0,0,0,2,29.1,688.0
867,0,0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,1,3,20.5,104.3
873,0,0,0,0,60.0,0,1,0,0,2,0,0,2,2,0,1,2,50.8,3027.4
5514,0,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,1,0,48.45,48.45
4620,1,0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,0,1,115.8,8332.15
607,1,0,0,1,51.0,1,0,0,0,0,0,2,0,0,1,0,1,47.85,2356.75
2343,0,0,1,0,3.0,1,0,0,0,0,0,0,0,0,0,1,3,46.1,130.15
3181,0,0,1,0,64.0,1,2,0,2,2,2,2,0,2,2,1,3,81.3,5129.3
4582,1,0,1,1,70.0,1,2,0,2,2,2,2,2,2,2,1,1,90.15,6237.05
6124,0,0,1,1,57.0,1,0,0,2,0,2,2,0,0,1,1,3,59.3,3274.35
708,1,0,1,0,29.0,1,0,1,0,0,2,0,0,0,0,1,1,75.3,2263.4
3910,0,0,0,0,47.0,1,2,1,0,2,2,0,2,2,0,1,2,106.4,5127.95
4276,0,0,0,0,2.0,1,0,0,0,2,0,0,0,0,0,1,3,49.6,114.7
1789,1,0,1,0,54.0,0,1,0,0,2,0,0,0,0,0,0,2,30.4,1621.35
5570,0,0,1,1,37.0,1,2,1,0,2,2,0,0,2,0,1,2,95.15,3532.85
3158,1,0,1,0,18.0,1,0,0,0,0,2,0,0,0,0,1,3,49.55,878.35
955,1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7
5623,1,0,0,0,40.0,1,0,0,0,0,0,2,0,0,0,1,2,51.1,2092.9
5634,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9
3461,0,0,1,1,55.0,1,0,0,2,2,0,0,0,0,0,0,2,55.7,3131.8
3905,0,0,0,0,3.0,0,1,0,0,0,0,0,2,0,0,0,1,35.2,108.95
1943,1,0,0,0,1.0,1,2,0,0,0,0,0,0,0,0,1,1,49.8,49.8
1878,1,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,1,1,20.75,67.1
930,0,0,0,0,16.0,1,0,1,0,2,0,0,0,0,0,0,0,75.1,1212.85
4722,0,0,0,0,60.0,1,0,0,0,2,2,2,2,0,1,1,1,70.15,4224.7
6772,1,0,0,0,38.0,1,0,0,0,0,2,2,0,2,1,1,3,62.3,2354.8
5630,0,0,0,0,39.0,1,2,1,0,2,2,0,2,2,0,1,2,103.45,3994.45
2989,1,0,0,1,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.2,19.2
2858,0,0,1,0,10.0,1,0,2,1,1,1,1,1,1,0,1,3,20.55,252.75
5050,1,0,1,0,66.0,1,2,1,2,0,2,0,2,2,2,1,1,106.05,6981.35
5193,0,0,1,0,72.0,1,2,2,1,1,1,1,1,1,2,0,1,26.45,1914.5
6853,0,0,0,0,54.0,1,2,1,0,2,2,2,2,2,0,0,2,111.1,6014.85
4035,1,0,1,1,52.0,1,2,1,0,2,0,2,0,2,0,1,0,93.25,4631.7
3822,0,0,1,1,6.0,1,2,1,0,2,2,0,2,0,0,1,3,94.05,518.75
2786,1,0,0,1,27.0,1,0,0,2,2,0,0,0,0,1,0,3,56.2,1567.55
1359,0,0,0,0,9.0,1,2,1,0,0,0,0,2,2,0,1,2,94.75,889.9
5875,0,0,1,0,65.0,1,0,0,2,2,2,0,0,2,2,0,0,71.0,4386.2
874,1,0,0,1,45.0,1,2,1,0,0,2,0,2,2,2,0,0,99.7,4634.35
6351,1,0,1,1,50.0,1,2,1,0,2,0,2,2,2,0,0,2,103.7,5071.05
519,1,0,0,0,12.0,1,0,2,1,1,1,1,1,1,0,0,1,20.05,265.45
4038,0,0,0,0,60.0,1,0,2,1,1,1,1,1,1,2,0,3,20.6,1093.0
1991,1,0,1,1,45.0,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3600.65
5771,0,0,0,0,12.0,1,0,2,1,1,1,1,1,1,0,0,3,20.4,266.6
1728,0,0,0,0,45.0,1,0,0,2,0,2,2,2,2,2,0,0,81.65,3618.7
1638,0,0,1,1,68.0,1,2,1,0,2,2,0,0,0,2,1,1,84.4,5746.75
1356,0,0,0,0,9.0,1,2,1,0,0,0,0,0,0,0,1,1,75.2,633.85
2534,1,0,1,0,69.0,1,2,1,2,2,2,2,0,2,1,1,1,107.2,7317.1
2806,1,0,1,0,58.0,1,2,0,2,2,2,0,2,2,2,1,2,86.1,4890.5
347,0,0,1,0,70.0,1,0,2,1,1,1,1,1,1,2,0,0,19.45,1303.5
6872,0,0,1,0,63.0,1,0,1,2,0,2,0,0,0,1,1,1,81.15,5224.5
1655,0,0,1,1,3.0,1,0,0,0,0,0,0,0,0,0,0,3,44.3,134.5
1000,0,0,0,0,7.0,1,0,1,0,0,2,0,2,2,0,1,2,95.35,660.9
3417,0,0,1,1,8.0,1,0,0,0,2,0,2,0,0,0,0,0,56.3,401.5
4255,1,0,1,0,13.0,1,2,0,0,0,2,0,2,2,1,1,3,75.3,989.45
